Date,Open,High,Low,Close,Adj Close,Volume
08-03-1962,6.448050022,6.464069843,6.424019814,6.448050022,1.524582624,41900
09-03-1962,6.448050022,6.508124828,6.448050022,6.464069843,1.528370976,72500
12-03-1962,6.524145126,6.648300171,6.524145126,6.632279873,1.568142653,54500
13-03-1962,6.632279873,6.648300171,6.564195156,6.640289783,1.570035934,36500
14-03-1962,6.640289783,6.656310081,6.640289783,6.648300171,1.571930885,55900
15-03-1962,6.648300171,6.724394798,6.648300171,6.648300171,1.571930885,41900
16-03-1962,6.664319992,6.724394798,6.664319992,6.708374977,1.58613503,50500
19-03-1962,6.656310081,6.656310081,6.448050022,6.508124828,1.538787246,75900
20-03-1962,6.508124828,6.540164948,6.508124828,6.524145126,1.542575359,25900
21-03-1962,6.524145126,6.640289783,6.524145126,6.624269962,1.566247463,42500
22-03-1962,6.640289783,6.764444828,6.640289783,6.764444828,1.599391937,57900
23-03-1962,6.764444828,6.840539932,6.732405186,6.740415096,1.593710184,65900
26-03-1962,6.740415096,6.756434917,6.740415096,6.740415096,1.593710184,32500
27-03-1962,6.740415096,6.740415096,6.624269962,6.624269962,1.566247463,43900
28-03-1962,6.624269962,6.640289783,6.564195156,6.608250141,1.562459707,36500
29-03-1962,6.548174858,6.548174858,6.456059933,6.456059933,1.52647531,32500
30-03-1962,6.448050022,6.448050022,6.315885067,6.363945007,1.504696727,63900
02-04-1962,6.363945007,6.407999992,6.339914799,6.347925186,1.500908375,38500
03-04-1962,6.347925186,6.524145126,6.339914799,6.524145126,1.542575359,22500
04-04-1962,6.532155037,6.564195156,6.532155037,6.532155037,1.54446876,14600
05-04-1962,6.532155037,6.532155037,6.407999992,6.456059933,1.52647531,85800
06-04-1962,6.464069843,6.548174858,6.464069843,6.464069843,1.528370976,43900
09-04-1962,6.440040112,6.440040112,6.407999992,6.440040112,1.522688627,35900
10-04-1962,6.440040112,6.456059933,6.355935097,6.407999992,1.515112877,8600
11-04-1962,6.407999992,6.440040112,6.315885067,6.315885067,1.493334651,38500
12-04-1962,6.315885067,6.339914799,6.307875156,6.331904888,1.497120142,52500
13-04-1962,6.331904888,6.355935097,6.307875156,6.331904888,1.497120142,63900
16-04-1962,6.331904888,6.347925186,6.307875156,6.347925186,1.500908375,37900
17-04-1962,6.347925186,6.416009903,6.339914799,6.416009903,1.517008543,45900
18-04-1962,6.416009903,6.448050022,6.339914799,6.355935097,1.502803206,41900
19-04-1962,6.355935097,6.448050022,6.339914799,6.347925186,1.500908375,55900
23-04-1962,6.355935097,6.440040112,6.355935097,6.424019814,1.518900633,78500
24-04-1962,6.440040112,6.508124828,6.440040112,6.440040112,1.522688627,46500
25-04-1962,6.440040112,6.440040112,6.239789963,6.239789963,1.475341916,51900
26-04-1962,6.239789963,6.239789963,6.147675037,6.147675037,1.453561306,65900
27-04-1962,6.147675037,6.255809784,6.147675037,6.155684948,1.455456257,43900
30-04-1962,6.155684948,6.163694859,6.123644829,6.131655216,1.449774146,49900
01-05-1962,6.131655216,6.131655216,6.063570023,6.131655216,1.449774146,57900
02-05-1962,6.131655216,6.139665127,5.955434799,6.007500172,1.420419335,42500
03-05-1962,6.031529903,6.107625008,6.031529903,6.107625008,1.444092631,23900
04-05-1962,6.063570023,6.063570023,5.939414978,5.955434799,1.408108711,29900
07-05-1962,5.939414978,5.939414978,5.755185127,5.815259933,1.374965429,66500
08-05-1962,5.815259933,5.823269844,5.731154919,5.731154919,1.355079293,69900
09-05-1962,5.707125187,5.707125187,5.623020172,5.663070202,1.338981032,65900
10-05-1962,5.663070202,5.739164829,5.606999874,5.623020172,1.329512119,82500
11-05-1962,5.623020172,5.655059814,5.562944889,5.606999874,1.325725198,41900
14-05-1962,5.606999874,5.639039993,5.454810143,5.639039993,1.33330071,61900
15-05-1962,5.639039993,5.723145008,5.639039993,5.655059814,1.344249487,82500
16-05-1962,5.655059814,5.655059814,5.454810143,5.522894859,1.312832236,83800
17-05-1962,5.522894859,5.53090477,5.430779934,5.438789845,1.292838454,62500
18-05-1962,5.438789845,5.446800232,5.422770023,5.422770023,1.28903079,35900
21-05-1962,5.422770023,5.454810143,5.422770023,5.422770023,1.28903079,13900
22-05-1962,5.422770023,5.446800232,5.422770023,5.438789845,1.292838454,26500
23-05-1962,5.430779934,5.430779934,5.406750202,5.414760113,1.287127018,37900
24-05-1962,5.414760113,5.446800232,5.306624889,5.306624889,1.261422753,45900
25-05-1962,5.306624889,5.3146348,5.222519875,5.238540173,1.245238543,47900
28-05-1962,5.238540173,5.406750202,5.206500053,5.206500053,1.23762238,84500
29-05-1962,5.206500053,5.438789845,4.914134979,5.438789845,1.292838454,120400
31-05-1962,5.438789845,5.506875038,5.306624889,5.462820053,1.298552036,53900
01-06-1962,5.462820053,5.462820053,5.438789845,5.462820053,1.298552036,76500
04-06-1962,5.462820053,5.538915157,5.446800232,5.454810143,1.296647787,79900
05-06-1962,5.454810143,5.606999874,5.446800232,5.514884949,1.310927629,58500
06-06-1962,5.538915157,5.606999874,5.538915157,5.562944889,1.322351933,35900
07-06-1962,5.546925068,5.546925068,5.446800232,5.454810143,1.296647787,23900
08-06-1962,5.454810143,5.546925068,5.446800232,5.538915157,1.316640496,40500
11-06-1962,5.538915157,5.554934978,5.462820053,5.462820053,1.298552036,58500
12-06-1962,5.454810143,5.454810143,5.322645187,5.322645187,1.265231252,55900
13-06-1962,5.322645187,5.338665009,5.222519875,5.222519875,1.241430521,49900
14-06-1962,5.222519875,5.254559994,5.054309845,5.054309845,1.20144558,45900
15-06-1962,5.054309845,5.238540173,5.022270203,5.206500053,1.23762238,96500
18-06-1962,5.206500053,5.254559994,5.122395039,5.254559994,1.249045134,67900
19-06-1962,5.246550083,5.246550083,5.14642477,5.206500053,1.23762238,55900
20-06-1962,5.206500053,5.222519875,5.106375217,5.106375217,1.213822365,53900
21-06-1962,5.038290024,5.038290024,4.938165188,4.946175098,1.175742388,66500
22-06-1962,4.906125069,4.906125069,4.721895218,4.729905128,1.124332786,42500
25-06-1962,4.729905128,4.729905128,4.505624771,4.553685188,1.082443953,96500
26-06-1962,4.653810024,4.838039875,4.653810024,4.737915039,1.12623632,115800
27-06-1962,4.70587492,4.70587492,4.645800114,4.70587492,1.118620276,33900
28-06-1962,4.737915039,5.006249905,4.737915039,5.006249905,1.190022349,130400
29-06-1962,5.038290024,5.222519875,5.038290024,5.206500053,1.23762238,85800
02-07-1962,5.238540173,5.538915157,5.238540173,5.422770023,1.28903079,84500
03-07-1962,5.422770023,5.606999874,5.422770023,5.554934978,1.320447445,92500
05-07-1962,5.554934978,5.807250023,5.546925068,5.807250023,1.380425215,61900
06-07-1962,5.739164829,5.739164829,5.639039993,5.647049904,1.342344165,64500
09-07-1962,5.647049904,5.707125187,5.538915157,5.707125187,1.356624961,86500
10-07-1962,5.707125187,5.907374859,5.606999874,5.615009785,1.334728599,60500
11-07-1962,5.615009785,5.723145008,5.538915157,5.707125187,1.356624961,34500
12-07-1962,5.707125187,5.739164829,5.639039993,5.663070202,1.346152544,70500
13-07-1962,5.663070202,5.707125187,5.639039993,5.655059814,1.344249487,35900
16-07-1962,5.631030083,5.631030083,5.546925068,5.562944889,1.322351933,25900
17-07-1962,5.562944889,5.562944889,5.406750202,5.406750202,1.285223722,24500
18-07-1962,5.406750202,5.538915157,5.306624889,5.514884949,1.310927629,38500
19-07-1962,5.514884949,5.606999874,5.438789845,5.438789845,1.292838454,56500
20-07-1962,5.438789845,5.606999874,5.424772263,5.462820053,1.298552036,25900
23-07-1962,5.462820053,5.462820053,5.422770023,5.422770023,1.28903079,28500
24-07-1962,5.422770023,5.446800232,5.35468483,5.35468483,1.272847056,25900
25-07-1962,5.338665009,5.338665009,5.206500053,5.322645187,1.265231252,60500
26-07-1962,5.346674919,5.454810143,5.346674919,5.35468483,1.272847056,53900
27-07-1962,5.362695217,5.606999874,5.362695217,5.606999874,1.332825422,43900
30-07-1962,5.606999874,5.755185127,5.606999874,5.663070202,1.346152544,50500
31-07-1962,5.731154919,5.839290142,5.731154919,5.823269844,1.384233356,88500
01-08-1962,5.839290142,5.947424889,5.839290142,5.907374859,1.404225469,65900
02-08-1962,5.907374859,5.939414978,5.907374859,5.915384769,1.406130672,49900
03-08-1962,5.915384769,5.955434799,5.855309963,5.931405067,1.409938097,36500
06-08-1962,5.931405067,5.963445187,5.831280231,5.855309963,1.391849041,34500
07-08-1962,5.855309963,5.855309963,5.715135098,5.715135098,1.35852921,41900
08-08-1962,5.715135098,5.839290142,5.647049904,5.823269844,1.384233356,32500
09-08-1962,5.907374859,5.939414978,5.907374859,5.931405067,1.409938097,26500
10-08-1962,5.931405067,6.107625008,5.931405067,6.047550201,1.437546372,59900
13-08-1962,6.047550201,6.055560112,6.023519993,6.047550201,1.437546372,19900
14-08-1962,6.047550201,6.247799873,5.955434799,6.207749844,1.482992768,50500
15-08-1962,6.263820171,6.347925186,6.263820171,6.325897694,1.511218548,52500
16-08-1962,6.331904888,6.407999992,6.331904888,6.363945007,1.520307779,58500
17-08-1962,6.355935097,6.355935097,6.331904888,6.331904888,1.512653112,34500
20-08-1962,6.331904888,6.355935097,6.323894978,6.339914799,1.514565945,26500
21-08-1962,6.323894978,6.323894978,6.155684948,6.155684948,1.470555782,42500
22-08-1962,6.155684948,6.207749844,6.047550201,6.055560112,1.446636319,47900
23-08-1962,6.055560112,6.126648903,6.055560112,6.055560112,1.446636319,41900
24-08-1962,6.055560112,6.055560112,5.939414978,5.939414978,1.418890357,45900
27-08-1962,5.939414978,6.039539814,5.923395157,6.039539814,1.442809105,44500
28-08-1962,6.039539814,6.055560112,6.007500172,6.007500172,1.43515563,35900
29-08-1962,5.939414978,5.939414978,5.855309963,5.939414978,1.418890357,35900
30-08-1962,5.939414978,5.939414978,5.815259933,5.815259933,1.389229655,27900
31-08-1962,5.815259933,5.907374859,5.755185127,5.863319874,1.400711179,25900
04-09-1962,5.907374859,5.955434799,5.907374859,5.907374859,1.411235094,24500
05-09-1962,5.931405067,6.039539814,5.931405067,5.947424889,1.420802712,47900
06-09-1962,5.947424889,6.015510082,5.931405067,5.955434799,1.422716975,36500
07-09-1962,5.955434799,6.107625008,5.907374859,5.939414978,1.418890357,42500
10-09-1962,5.939414978,5.955434799,5.907374859,5.939414978,1.418890357,14600
11-09-1962,5.939414978,6.039539814,5.939414978,5.955434799,1.422716975,34500
12-09-1962,5.955434799,6.007500172,5.939414978,5.963445187,1.424630523,27900
13-09-1962,5.963445187,6.023519993,5.931405067,5.939414978,1.418890357,20500
14-09-1962,5.939414978,5.963445187,5.939414978,5.955434799,1.422716975,29900
17-09-1962,5.955434799,6.023519993,5.923395157,5.923395157,1.415062666,55900
18-09-1962,5.923395157,5.939414978,5.755185127,5.755185127,1.374878407,40500
19-09-1962,5.755185127,5.823269844,5.739164829,5.763195038,1.37679112,27900
20-09-1962,5.763195038,5.807250023,5.639039993,5.639039993,1.347132325,42500
21-09-1962,5.606999874,5.606999874,5.446800232,5.454810143,1.303120375,25900
24-09-1962,5.406750202,5.406750202,5.154435158,5.254559994,1.255281568,73900
25-09-1962,5.330655098,5.538915157,5.330655098,5.514884949,1.317471981,69900
26-09-1962,5.514884949,5.522894859,5.338665009,5.362695217,1.281115055,36500
27-09-1962,5.322645187,5.322645187,5.246550083,5.254559994,1.255281568,41900
28-09-1962,5.254559994,5.338665009,5.214509964,5.214509964,1.245715261,45900
01-10-1962,5.214509964,5.222519875,5.106375217,5.114385128,1.221795082,37900
02-10-1962,5.114385128,5.230529785,5.054309845,5.214509964,1.245715261,62500
03-10-1962,5.214509964,5.230529785,5.154435158,5.154435158,1.23136282,26500
04-10-1962,5.154435158,5.154435158,5.114385128,5.13841486,1.227535367,35900
05-10-1962,5.13841486,5.322645187,5.122395039,5.322645187,1.27154696,43900
08-10-1962,5.322645187,5.35468483,5.262569904,5.262569904,1.257195473,26500
09-10-1962,5.262569904,5.338665009,5.246550083,5.338665009,1.275375009,21900
10-10-1962,5.406750202,5.462820053,5.406750202,5.406750202,1.291639686,20500
11-10-1962,5.338665009,5.338665009,5.238540173,5.306624889,1.267719626,33900
12-10-1962,5.306624889,5.338665009,5.306624889,5.338665009,1.275375009,22500
15-10-1962,5.338665009,5.338665009,5.306624889,5.322645187,1.27154696,29900
16-10-1962,5.322645187,5.406750202,5.3146348,5.3146348,1.269633532,25900
17-10-1962,5.238540173,5.238540173,5.154435158,5.222519875,1.247627735,54500
18-10-1962,5.206500053,5.206500053,5.114385128,5.130404949,1.225622892,33900
19-10-1962,5.130404949,5.14642477,5.038290024,5.038290024,1.203615904,41900
22-10-1962,5.038290024,5.038290024,4.938165188,4.938165188,1.179697514,65900
23-10-1962,4.954185009,5.154435158,4.954185009,4.954185009,1.183525324,53900
24-10-1962,4.954185009,5.222519875,4.938165188,5.206500053,1.243801117,53900
25-10-1962,5.206500053,5.35468483,5.106375217,5.338665009,1.275375009,61900
26-10-1962,5.322645187,5.322645187,5.214509964,5.238540173,1.25145483,59900
29-10-1962,5.254559994,5.422770023,5.254559994,5.254559994,1.255281568,53900
30-10-1962,5.254559994,5.322645187,5.154435158,5.246550083,1.25336957,60500
31-10-1962,5.254559994,5.346674919,5.254559994,5.330655098,1.273461938,33900
01-11-1962,5.330655098,5.406750202,5.222519875,5.362695217,1.281115055,46500
02-11-1962,5.362695217,5.414760113,5.222519875,5.35468483,1.279201269,67900
05-11-1962,5.35468483,5.430779934,5.346674919,5.422770023,1.295466661,35900
07-11-1962,5.406750202,5.406750202,5.306624889,5.322645187,1.27154696,52500
08-11-1962,5.322645187,5.322645187,5.122395039,5.13841486,1.227535367,31900
09-11-1962,5.13841486,5.3146348,5.13841486,5.3146348,1.269633532,42500
12-11-1962,5.346674919,5.406750202,5.346674919,5.346674919,1.277287602,55900
13-11-1962,5.346674919,5.362695217,5.306624889,5.322645187,1.278731227,74500
14-11-1962,5.322645187,5.655059814,5.254559994,5.562944889,1.336462259,88500
15-11-1962,5.562944889,5.655059814,5.506875038,5.506875038,1.32299149,6471900
16-11-1962,5.506875038,5.506875038,5.438789845,5.454810143,1.310483456,42500
19-11-1962,5.454810143,5.454810143,5.35468483,5.406750202,1.298937678,40500
20-11-1962,5.406750202,5.406750202,5.246550083,5.262569904,1.264299035,130400
21-11-1962,5.406750202,5.406750202,5.306624889,5.322645187,1.278731227,83800
23-11-1962,5.322645187,5.506875038,5.322645187,5.506875038,1.32299149,85800
26-11-1962,5.506875038,5.554934978,5.414760113,5.414760113,1.300860882,68500
27-11-1962,5.438789845,5.639039993,5.438789845,5.639039993,1.354743958,173700
28-11-1962,5.655059814,5.815259933,5.655059814,5.807250023,1.395154715,72500
29-11-1962,5.807250023,5.823269844,5.639039993,5.663070202,1.360517263,77900
30-11-1962,5.663070202,5.707125187,5.506875038,5.522894859,1.326841831,72500
03-12-1962,5.506875038,5.506875038,5.338665009,5.406750202,1.298937678,68500
04-12-1962,5.414760113,5.554934978,5.414760113,5.514884949,1.324916005,77900
05-12-1962,5.522894859,5.623020172,5.522894859,5.606999874,1.347046375,58500
06-12-1962,5.53090477,5.53090477,5.406750202,5.454810143,1.310483456,80500
07-12-1962,5.422770023,5.422770023,5.35468483,5.422770023,1.30278635,41900
10-12-1962,5.422770023,5.538915157,5.35468483,5.35468483,1.286428928,67900
11-12-1962,5.35468483,5.430779934,5.330655098,5.406750202,1.298937678,54500
12-12-1962,5.406750202,5.506875038,5.346674919,5.35468483,1.286428928,60500
13-12-1962,5.35468483,5.462820053,5.330655098,5.330655098,1.280657053,56500
14-12-1962,5.330655098,5.330655098,5.262569904,5.3146348,1.276807427,43900
17-12-1962,5.3146348,5.346674919,5.214509964,5.214509964,1.252753854,96500
18-12-1962,5.214509964,5.246550083,5.122395039,5.122395039,1.230623841,78500
19-12-1962,5.122395039,5.338665009,5.122395039,5.306624889,1.274882674,65900
20-12-1962,5.306624889,5.362695217,5.238540173,5.26657486,1.265260696,88500
21-12-1962,5.26657486,5.3146348,5.214509964,5.214509964,1.252753854,75900
24-12-1962,5.222519875,5.422770023,5.222519875,5.406750202,1.298937678,47900
26-12-1962,5.406750202,5.454810143,5.35468483,5.362695217,1.288353682,65900
27-12-1962,5.422770023,5.522894859,5.422770023,5.422770023,1.30278635,70500
28-12-1962,5.430779934,5.506875038,5.430779934,5.454810143,1.310483456,61900
31-12-1962,5.454810143,5.454810143,5.414760113,5.446800232,1.308558583,54500
02-01-1963,5.446800232,5.462820053,5.362695217,5.362695217,1.288353682,62500
03-01-1963,5.406750202,5.538915157,5.406750202,5.446800232,1.308558583,76500
04-01-1963,5.53090477,5.647049904,5.53090477,5.647049904,1.356668353,65900
07-01-1963,5.647049904,5.731154919,5.647049904,5.647049904,1.356668353,59900
08-01-1963,5.723145008,5.839290142,5.723145008,5.747175217,1.380722046,73900
09-01-1963,5.847300053,6.023519993,5.847300053,5.847300053,1.404777527,94500
10-01-1963,5.923395157,6.007500172,5.923395157,5.923395157,1.423057795,111800
11-01-1963,5.923395157,5.963445187,5.915384769,5.939414978,1.426907539,32500
14-01-1963,5.939414978,6.039539814,5.939414978,5.947424889,1.428830385,55900
15-01-1963,5.947424889,6.039539814,5.939414978,5.939414978,1.426907539,44500
16-01-1963,5.923395157,5.923395157,5.807250023,5.807250023,1.395154715,50500
17-01-1963,5.807250023,5.923395157,5.755185127,5.923395157,1.423057795,39900
18-01-1963,5.947424889,6.039539814,5.947424889,6.039539814,1.450961709,59900
21-01-1963,5.963445187,5.963445187,5.923395157,5.963445187,1.43268013,38500
22-01-1963,5.963445187,5.963445187,5.907374859,5.939414978,1.426907539,10600
23-01-1963,5.939414978,5.939414978,5.907374859,5.907374859,1.419209003,24500
24-01-1963,5.863319874,5.863319874,5.847300053,5.847300053,1.404777527,28500
25-01-1963,5.847300053,5.907374859,5.807250023,5.839290142,1.402852774,36500
28-01-1963,5.707125187,5.707125187,5.707125187,5.707125187,1.371100307,47900
29-01-1963,5.707125187,5.723145008,5.655059814,5.707125187,1.371100307,48500
30-01-1963,5.723145008,5.807250023,5.723145008,5.747175217,1.380722046,57900
31-01-1963,5.747175217,5.815259933,5.747175217,5.763195038,1.384570241,37900
01-02-1963,5.763195038,5.763195038,5.715135098,5.763195038,1.384570241,40500
04-02-1963,5.763195038,5.763195038,5.639039993,5.663070202,1.360517263,27900
05-02-1963,5.647049904,5.647049904,5.606999874,5.647049904,1.363903165,40500
06-02-1963,5.647049904,5.715135098,5.639039993,5.655059814,1.365837574,28500
07-02-1963,5.655059814,5.707125187,5.623020172,5.623020172,1.358099222,33900
08-02-1963,5.623020172,5.631030083,5.546925068,5.562944889,1.343589664,34500
11-02-1963,5.546925068,5.546925068,5.506875038,5.506875038,1.330047965,37900
12-02-1963,5.506875038,5.506875038,5.454810143,5.454810143,1.3174721,23900
13-02-1963,5.454810143,5.554934978,5.438789845,5.554934978,1.341655016,73900
14-02-1963,5.554934978,5.707125187,5.546925068,5.647049904,1.363903165,75900
15-02-1963,5.647049904,5.747175217,5.631030083,5.707125187,1.378413439,56500
18-02-1963,5.723145008,5.823269844,5.723145008,5.747175217,1.388084888,54500
19-02-1963,5.747175217,5.763195038,5.723145008,5.739164829,1.386151195,70500
20-02-1963,5.731154919,5.731154919,5.655059814,5.663070202,1.367773056,51900
21-02-1963,5.663070202,5.663070202,5.562944889,5.615009785,1.356164932,73900
25-02-1963,5.615009785,5.631030083,5.554934978,5.606999874,1.354230404,40500
26-02-1963,5.606999874,5.623020172,5.554934978,5.606999874,1.354230404,22500
27-02-1963,5.606999874,5.623020172,5.514884949,5.514884949,1.331980944,40500
28-02-1963,5.514884949,5.546925068,5.438789845,5.446800232,1.315537572,76500
01-03-1963,5.446800232,5.522894859,5.362695217,5.362695217,1.295223951,51900
04-03-1963,5.362695217,5.438789845,5.322645187,5.422770023,1.309733152,54500
05-03-1963,5.414760113,5.414760113,5.306624889,5.306624889,1.281681657,86500
06-03-1963,5.306624889,5.322645187,5.238540173,5.306624889,1.281681657,35900
07-03-1963,5.338665009,5.422770023,5.338665009,5.414760113,1.307798147,54500
08-03-1963,5.414760113,5.454810143,5.414760113,5.454810143,1.3174721,67900
11-03-1963,5.454810143,5.506875038,5.438789845,5.446800232,1.315537572,39900
12-03-1963,5.446800232,5.506875038,5.446800232,5.446800232,1.315537572,20500
13-03-1963,5.35468483,5.35468483,5.306624889,5.338665009,1.28941977,37900
14-03-1963,5.338665009,5.406750202,5.338665009,5.338665009,1.28941977,66500
15-03-1963,5.338665009,5.35468483,5.338665009,5.35468483,1.293289661,31900
18-03-1963,5.346674919,5.346674919,5.306624889,5.306624889,1.281681657,90500
19-03-1963,5.262569904,5.262569904,5.238540173,5.246550083,1.267172694,56500
20-03-1963,5.246550083,5.246550083,5.206500053,5.238540173,1.265236497,55900
21-03-1963,5.238540173,5.254559994,5.154435158,5.154435158,1.244924903,48500
22-03-1963,5.154435158,5.238540173,5.122395039,5.14642477,1.242989779,105800
25-03-1963,5.14642477,5.214509964,5.13841486,5.154435158,1.244924903,40500
26-03-1963,5.206500053,5.246550083,5.206500053,5.214509964,1.259433389,41900
27-03-1963,5.214509964,5.330655098,5.214509964,5.330655098,1.287485361,42500
28-03-1963,5.330655098,5.35468483,5.306624889,5.306624889,1.281681657,42500
29-03-1963,5.306624889,5.322645187,5.254559994,5.254559994,1.26910603,34500
01-04-1963,5.254559994,5.330655098,5.222519875,5.230529785,1.263303518,61900
02-04-1963,5.230529785,5.262569904,5.206500053,5.206500053,1.257499695,73900
03-04-1963,5.222519875,5.330655098,5.222519875,5.3146348,1.283616424,82500
04-04-1963,5.3146348,5.438789845,5.306624889,5.422770023,1.309733152,158400
05-04-1963,5.422770023,5.430779934,5.35468483,5.430779934,1.311668515,176400
08-04-1963,5.438789845,5.506875038,5.438789845,5.462820053,1.319406033,188300
09-04-1963,5.462820053,5.562944889,5.430779934,5.514884949,1.331980944,143800
10-04-1963,5.514884949,5.554934978,5.35468483,5.446800232,1.315537572,125800
11-04-1963,5.446800232,5.538915157,5.422770023,5.514884949,1.331980944,127800
15-04-1963,5.514884949,5.606999874,5.454810143,5.522894859,1.333916545,151800
16-04-1963,5.522894859,5.655059814,5.522894859,5.623020172,1.358099222,139800
17-04-1963,5.623020172,5.731154919,5.606999874,5.639039993,1.361967921,184300
18-04-1963,5.639039993,5.655059814,5.35468483,5.35468483,1.293289661,232300
19-04-1963,5.35468483,5.514884949,5.35468483,5.514884949,1.331980944,156400
22-04-1963,5.514884949,5.538915157,5.454810143,5.462820053,1.319406033,55900
23-04-1963,5.506875038,5.606999874,5.506875038,5.562944889,1.343589664,81800
24-04-1963,5.655059814,5.723145008,5.655059814,5.655059814,1.365837574,94500
25-04-1963,5.707125187,5.823269844,5.707125187,5.823269844,1.406464219,126400
26-04-1963,5.823269844,5.915384769,5.823269844,5.823269844,1.406464219,106400
29-04-1963,5.823269844,5.907374859,5.747175217,5.815259933,1.404529333,94500
30-04-1963,5.815259933,5.831280231,5.755185127,5.763195038,1.391955256,68500
01-05-1963,5.807250023,5.831280231,5.807250023,5.823269844,1.406464219,69900
02-05-1963,5.823269844,5.839290142,5.815259933,5.831280231,1.408398747,55900
03-05-1963,5.847300053,5.931405067,5.847300053,5.915384769,1.428711772,169700
06-05-1963,5.915384769,5.947424889,5.863319874,5.907374859,1.426777482,105800
07-05-1963,5.931405067,6.031529903,5.931405067,5.947424889,1.436450005,146400
08-05-1963,6.023519993,6.063570023,6.023519993,6.063570023,1.464503765,112400
09-05-1963,6.107625008,6.239789963,6.107625008,6.215760231,1.501260638,181700
10-05-1963,6.215760231,6.255809784,6.155684948,6.231780052,1.505130529,75900
13-05-1963,6.255809784,6.339914799,6.255809784,6.339914799,1.531246424,112400
14-05-1963,6.339914799,6.363945007,6.323894978,6.323894978,1.534649611,113800
15-05-1963,6.331904888,6.407999992,6.331904888,6.363945007,1.544368505,88500
16-05-1963,6.363945007,6.464069843,6.363945007,6.363945007,1.544368505,154400
17-05-1963,6.416009903,6.456059933,6.416009903,6.456059933,1.566721439,49900
